,Unnamed: 0,Equation Number,eqn,soln,metrics
156,156,195,"(1 + -2x) = (-3x + 4)
","(1 + -2x) = (-3x + 4)
|(-2x + 1) = (-3x + 4)|((-2x + 1) - 1) = ((-3x + 4) - 1)|-2x = ((-3x + 4) - 1)|-2x = (-3x + (4 - 1))|1x = ((4 - 1) + 0)|1x = 3|x = 3",15
157,157,196,"-1x = (2 - 3)
","-1x = (2 - 3)
|-1x = (-1)|x = 1",4
158,158,200,"(1 + 2x) = (-3x + (-4))
","(1 + 2x) = (-3x + (-4))
|(2x + 1) = (-3x + (-4))|((2x + 1) - 1) = ((-3x + (-4)) - 1)|2x = ((-3x + (-4)) - 1)|2x = (-3x + ((-4) - 1))|5x = (((-4) - 1) + 0)|5x = (-5)|x = (-1)",15
159,159,201,"(-1) = (2x - 3)
","(-1) = (2x - 3)
|(-1) = (2x + (-3))|(2x + (-3)) = (-1)|2x = 2|x = 1",7
160,160,202,"-1x = ((-2x + 3) + 4)
","-1x = ((-2x + 3) + 4)
|-1x = (-2x + (3 + 4))|1x = ((3 + 4) + 0)|1x = 7|x = 7",8
161,161,203,"((1 - 2x) - 3) = ((4 + 5x) - 6)
","((1 - 2x) - 3) = ((4 + 5x) - 6)
|((1 + -2x) - 3) = ((4 + 5x) - 6)|((-2x + 1) - 3) = ((4 + 5x) - 6)|((-2x + 1) - 3) = ((5x + 4) - 6)|(((-2x + 1) - 3) - 4) = (((5x + 4) - 6) - 4)|(((-2x + 1) - 3) - 4) = (((5x + 4) - 4) - 6)|(((-2x + 1) - 3) - 4) = ((5x + (4 - 4)) - 6)|(((-2x + 1) - 3) - 4) = ((5x + 0) - 6)|(((-2x + 1) - 3) - 4) = (5x + (0 - 6))|(5x + (0 - 6)) = (((-2x + 1) - 3) - 4)|(5x + (-6)) = (((-2x + 1) - 3) - 4)|((5x + (-6)) - (-6)) = ((((-2x + 1) - 3) - 4) - (-6))|5x = ((((-2x + 1) - 3) - 4) - (-6))|5x = (((-2x + (1 - 3)) - 4) - (-6))|5x = ((-2x + ((1 - 3) - 4)) - (-6))|5x = (-2x + (((1 - 3) - 4) - (-6)))|5x = (-2x + ((-6) - (-6)))|7x = (((-6) - (-6)) + 0)|7x = 0|x = 0",36
162,162,204,"(1x + (-2)) = (3 + 4x)
","(1x + (-2)) = (3 + 4x)
|(1x + (-2)) = (4x + 3)|((1x + (-2)) - (-2)) = ((4x + 3) - (-2))|1x = ((4x + 3) - (-2))|1x = (4x + (3 - (-2)))|-3x = ((3 - (-2)) + 0)|-3x = 5|x = ([-5/3])",16
163,163,205,"(((-1) + 2x) + 3) = (4 + 5)
","(((-1) + 2x) + 3) = (4 + 5)
|((2x + (-1)) + 3) = (4 + 5)|(2x + ((-1) + 3)) = (4 + 5)|(2x + ((-1) + 3)) = 9|(2x + 2) = 9|2x = 7|x = [7/2]",11
164,164,206,"((-1x + 2) + 3x) = (((-4) - 5x) + 6x)
","((-1x + 2) + 3x) = (((-4) - 5x) + 6x)
|((-1x + 2) + 3x) = (((-4) + -5x) + 6x)|((-1x + 2) + 3x) = (6x + ((-4) + -5x))|(3x + (-1x + 2)) = (6x + ((-4) + -5x))|(3x + (2 + -1x)) = (6x + ((-4) + -5x))|(3x + (2 + -1x)) = (6x + (-5x + (-4)))|(3x + (2 + -1x)) = ((6x + -5x) + (-4))|(3x + (2 + -1x)) = (((6 + (-5)) * x) + (-4))|(3x + (2 + -1x)) = ((((-5) + 6) * x) + (-4))|(3x + (-1x + 2)) = ((((-5) + 6) * x) + (-4))|((3x + (-1x + 2)) - 2) = (((((-5) + 6) * x) + (-4)) - 2)|(3x + ((-1x + 2) - 2)) = (((((-5) + 6) * x) + (-4)) - 2)|(3x + -1x) = (((((-5) + 6) * x) + (-4)) - 2)|((3 + (-1)) * x) = (((((-5) + 6) * x) + (-4)) - 2)|2x = (((((-5) + 6) * x) + (-4)) - 2)|2x = ((1x + (-4)) - 2)|2x = (1x + ((-4) - 2))|1x = (((-4) - 2) + 0)|1x = (-6)|x = (-6)",36
165,165,207,"(-1) = (-2x - 3)
","(-1) = (-2x - 3)
|(-1) = (-2x + (-3))|(-2x + (-3)) = (-1)|-2x = 2|x = (-1)",7
166,166,208,"((1x + 2) - 3x) = (4x - 5x)
","((1x + 2) - 3x) = (4x - 5x)
|(4x - 5x) = ((1x + 2) - 3x)|((4 - 5) * x) = ((1x + 2) - 3x)|-1x = ((1x + 2) - 3x)|-1x = ((1x + 2) + -3x)|-1x = (-3x + (1x + 2))|2x = ((1x + 2) + 0)|2x = (1x + 2)|1x = (2 + 0)|1x = 2|x = 2",20
167,167,209,"(-1) = (2 + -3x)
","(-1) = (2 + -3x)
|(-1) = (-3x + 2)|(-3x + 2) = (-1)|-3x = (-3)|x = 1",7
168,168,210,"1x = (2 + 3x)
","1x = (2 + 3x)
|1x = (3x + 2)|-2x = (2 + 0)|-2x = 2|x = (-1)",6
169,169,211,"((-1) + 2x) = (3x + 4)
","((-1) + 2x) = (3x + 4)
|(2x + (-1)) = (3x + 4)|((2x + (-1)) - (-1)) = ((3x + 4) - (-1))|2x = ((3x + 4) - (-1))|2x = (3x + (4 - (-1)))|-1x = ((4 - (-1)) + 0)|-1x = 5|x = (-5)",15
170,170,212,"(-1x + (-2)) = (3 + 4x)
","(-1x + (-2)) = (3 + 4x)
|(-1x + (-2)) = (4x + 3)|(4x + 3) = (-1x + (-2))|((4x + 3) - 3) = ((-1x + (-2)) - 3)|4x = ((-1x + (-2)) - 3)|4x = (-1x + ((-2) - 3))|5x = (((-2) - 3) + 0)|5x = (-5)|x = (-1)",16
171,171,213,"(-1) = ((2x - 3) + 4x)
","(-1) = ((2x - 3) + 4x)
|((-1) + 3) = (((2x - 3) + 4x) + 3)|(((-1) + 3) - 3) = ((((2x - 3) + 4x) + 3) - 3)|(((-1) + 3) - 3) = ((((2x + (-3)) + 4x) + 3) - 3)|(((-1) + 3) - 3) = (((4x + (2x + (-3))) + 3) - 3)|(((-1) + 3) - 3) = ((((4x + 2x) + (-3)) + 3) - 3)|(((-1) + 3) - 3) = (((((4 + 2) * x) + (-3)) + 3) - 3)|(((-1) + 3) - 3) = (((6x + (-3)) + 3) - 3)|(((-1) + 3) - 3) = ((6x + ((-3) + 3)) - 3)|(((-1) + 3) - 3) = ((6x + 0) - 3)|((6x + 0) - 3) = (((-1) + 3) - 3)|((6x + 0) - 3) = (-1)|(6x + 0) = 2|6x = 2|x = [1/3]",30
172,172,215,"(1 + 2x) = (3x + (-4))
","(1 + 2x) = (3x + (-4))
|(2x + 1) = (3x + (-4))|((2x + 1) - 1) = ((3x + (-4)) - 1)|2x = ((3x + (-4)) - 1)|2x = (3x + ((-4) - 1))|-1x = (((-4) - 1) + 0)|-1x = (-5)|x = 5",15
173,173,216,"((-1x - 2) + 3x) = 4
","((-1x - 2) + 3x) = 4
|((3x + (-1x - 2)) - 2) = 2|((3x + (-1x + (-2))) - 2) = 2|(3x + ((-1x + (-2)) - 2)) = 2|(3x + (-1x + ((-2) - 2))) = 2|((3x + -1x) + ((-2) - 2)) = 2|(((3 + (-1)) * x) + ((-2) - 2)) = 2|(2x + ((-2) - 2)) = 2|(2x + (-4)) = 2|2x = 6|x = 3",20
174,174,217,"(1 + -2x) = (3x + (-4))
","(1 + -2x) = (3x + (-4))
|(-2x + 1) = (3x + (-4))|((-2x + 1) - 1) = ((3x + (-4)) - 1)|-2x = ((3x + (-4)) - 1)|-2x = (3x + ((-4) - 1))|-5x = (((-4) - 1) + 0)|-5x = (-5)|x = 1",15
175,175,218,"1 = ((-2) + 3x)
","1 = ((-2) + 3x)
|1 = (3x + (-2))|(3x + (-2)) = 1|3x = 3|x = 1",7
176,176,219,"(1 + 2x) = (-3)
","(1 + 2x) = (-3)
|2x = (-4)|x = (-2)",4
177,177,222,"((-1) - 2x) = (-3x - 4)
","((-1) - 2x) = (-3x - 4)
|((-1) + -2x) = (-3x - 4)|(-2x + (-1)) = (-3x - 4)|((-2x + (-1)) - (-1)) = ((-3x - 4) - (-1))|-2x = ((-3x - 4) - (-1))|-2x = ((-3x + (-4)) - (-1))|-2x = (-3x + ((-4) - (-1)))|1x = (((-4) - (-1)) + 0)|1x = (-3)|x = (-3)",17
178,178,224,"(1x + 2) = 3
","(1x + 2) = 3
|x = 1",3
179,179,226,"1 = (2 + -3x)
","1 = (2 + -3x)
|1 = (-3x + 2)|(-3x + 2) = 1|-3x = (-1)|x = [1/3]",8
180,180,227,"((-1) - 2x) = ((-3) - 4x)
","((-1) - 2x) = ((-3) - 4x)
|((-1) - 2x) = ((-3) + -4x)|((-1) + -2x) = ((-3) + -4x)|(-2x + (-1)) = ((-3) + -4x)|((-2x + (-1)) - (-1)) = (((-3) + -4x) - (-1))|-2x = (((-3) + -4x) - (-1))|-2x = ((-4x + (-3)) - (-1))|-2x = (-4x + ((-3) - (-1)))|2x = (((-3) - (-1)) + 0)|2x = (-2)|x = (-1)",18
181,181,228,"(-1x + (-2)) = (3x + (-4))
","(-1x + (-2)) = (3x + (-4))
|((-1x + (-2)) - (-2)) = ((3x + (-4)) - (-2))|-1x = ((3x + (-4)) - (-2))|-1x = (3x + ((-4) - (-2)))|-4x = (((-4) - (-2)) + 0)|-4x = (-2)|x = [1/2]",15
182,182,229,"(-1) = (-2x + 3x)
","(-1) = (-2x + 3x)
|(-1) = (((-2) + 3) * x)|(((-2) + 3) * x) = (-1)|1x = (-1)|x = (-1)",12
183,183,230,"(1 + ((-2) / x)) = 3
","(1 + ((-2) / x)) = 3
|((-2) / x) = 2|(((-2) / x) * (-2)) = (2 * (-2))|((-2) * ((-2) / x)) = (2 * (-2))|(((-2) * ((-2) / x)) * (-2)) = ((2 * (-2)) * (-2))|((-2) * ((-2) * ((-2) / x))) = ((2 * (-2)) * (-2))|(((-2) * (-2)) * ((-2) / x)) = ((2 * (-2)) * (-2))|((((-2) * (-2)) * (-2)) / x) = ((2 * (-2)) * (-2))|((((-2) * (-2)) * (-2)) / x) = (((-2) * 2) * (-2))|(((-2) * ((-2) * (-2))) / x) = (((-2) * 2) * (-2))|(((-2) * 2) * (-2)) = (((-2) * ((-2) * (-2))) / x)|((-2) * ((-2) * 2)) = (((-2) * ((-2) * (-2))) / x)|((-2) * ((-2) * 2)) = ((((-2) * (-2)) * (-2)) / x)|((-2) * (-4)) = ((((-2) * (-2)) * (-2)) / x)|((-2) * (-4)) = (((-2) * (-2)) * ((-2) / x))|(((-2) * (-4)) * x) = ((((-2) * (-2)) * ((-2) / x)) * x)|(((-2) * (-4)) * x) = (x * (((-2) * (-2)) * ((-2) / x)))|(((-2) * (-4)) * x) = (x * ((((-2) * (-2)) * (-2)) / x))|(((-2) * (-4)) * x) = ((x * (((-2) * (-2)) * (-2))) / x)|(((-2) * (-4)) * x) = (((((-2) * (-2)) * (-2)) * x) / x)|(((-2) * (-4)) * x) = ((((-2) * (-2)) * (-2)) * (x / x))|(((-2) * (-4)) * x) = ((((-2) * (-2)) * (-2)) * 1)|8x = ((((-2) * (-2)) * (-2)) * 1)|8x = ((-8) * 1)|8x = (-8)|x = (-1)",50
184,184,231,"-1x = ((2x - 3) - 4)
","-1x = ((2x - 3) - 4)
|-1x = ((2x + (-3)) - 4)|-1x = (2x + ((-3) - 4))|-3x = (((-3) - 4) + 0)|-3x = (-7)|x = [7/3]",10
185,185,232,"((-1) + 2x) = (-3x - 4)
","((-1) + 2x) = (-3x - 4)
|(2x + (-1)) = (-3x - 4)|((2x + (-1)) - (-1)) = ((-3x - 4) - (-1))|((2x + (-1)) - (-1)) = ((-3x + (-4)) - (-1))|2x = ((-3x + (-4)) - (-1))|2x = (-3x + ((-4) - (-1)))|5x = (((-4) - (-1)) + 0)|5x = (-3)|x = ([-3/5])",17
186,186,233,"(-1x + (-2)) = (3 + -4x)
","(-1x + (-2)) = (3 + -4x)
|(-1x + (-2)) = (-4x + 3)|((-1x + (-2)) - (-2)) = ((-4x + 3) - (-2))|-1x = ((-4x + 3) - (-2))|-1x = (-4x + (3 - (-2)))|3x = ((3 - (-2)) + 0)|3x = 5|x = [5/3]",16
187,187,234,"(-1) = (((-2) - 3x) + 4x)
","(-1) = (((-2) - 3x) + 4x)
|((-1) - (-2)) = ((((-2) - 3x) + 4x) - (-2))|((-1) - (-2)) = ((((-2) + -3x) + 4x) - (-2))|1 = ((((-2) + -3x) + 4x) - (-2))|1 = ((4x + ((-2) + -3x)) - (-2))|1 = ((4x + (-3x + (-2))) - (-2))|1 = (((4x + -3x) + (-2)) - (-2))|1 = (4x + -3x)|1 = ((4 + (-3)) * x)|((4 + (-3)) * x) = 1|1x = 1|x = 1",26
188,188,235,"(-1) = 2x
","(-1) = 2x
|2x = (-1)|x = ([-1/2])",4
189,189,236,"(-1) = -2x
","(-1) = -2x
|-2x = (-1)|x = [1/2]",4
190,190,237,"-1x = (((-2) + -3x) - 4)
","-1x = (((-2) + -3x) - 4)
|-1x = ((-3x + (-2)) - 4)|-1x = (-3x + ((-2) - 4))|2x = (((-2) - 4) + 0)|2x = (-6)|x = (-3)",9
191,191,240,"((1 + 2x) + 3x) = 4
","((1 + 2x) + 3x) = 4
|(3x + (1 + 2x)) = 4|(3x + (2x + 1)) = 4|4 = (3x + (2x + 1))|4 = ((3x + 2x) + 1)|4 = (((3 + 2) * x) + 1)|4 = (5x + 1)|(5x + 1) = 4|5x = 3|x = [3/5]",20
192,192,241,"(1 + 2x) = ((-3) + -4x)
","(1 + 2x) = ((-3) + -4x)
|(2x + 1) = ((-3) + -4x)|((2x + 1) - 1) = (((-3) + -4x) - 1)|((2x + 1) - 1) = ((-4x + (-3)) - 1)|2x = ((-4x + (-3)) - 1)|2x = (-4x + ((-3) - 1))|6x = (((-3) - 1) + 0)|6x = (-4)|x = ([-2/3])",17
193,193,242,"1x = (-2x + 3)
","1x = (-2x + 3)
|3x = (3 + 0)|3x = 3|x = 1",5
194,194,243,"(1x + 2) = (3 + -4x)
","(1x + 2) = (3 + -4x)
|(1x + 2) = (-4x + 3)|((1x + 2) - 2) = ((-4x + 3) - 2)|1x = ((-4x + 3) - 2)|1x = (-4x + (3 - 2))|5x = ((3 - 2) + 0)|5x = 1|x = [1/5]",16
195,195,244,"(1 / (-2)) = x
","(1 / (-2)) = x
|x = (1 / (-2))|x = ([-1/2])",4
196,196,245,"(-1x + 2) = (-3x + (-4))
","(-1x + 2) = (-3x + (-4))
|((-1x + 2) - 2) = ((-3x + (-4)) - 2)|-1x = ((-3x + (-4)) - 2)|-1x = (-3x + ((-4) - 2))|2x = (((-4) - 2) + 0)|2x = (-6)|x = (-3)",14
197,197,247,"(-1x - 2x) = ((-3) + 4)
","(-1x - 2x) = ((-3) + 4)
|(((-1) - 2) * x) = ((-3) + 4)|-3x = ((-3) + 4)|-3x = 1|x = ([-1/3])",11
198,198,248,"((-1x + 2) + 3) = -4x
","((-1x + 2) + 3) = -4x
|-4x = ((-1x + 2) + 3)|-4x = (-1x + (2 + 3))|-3x = ((2 + 3) + 0)|-3x = 5|x = ([-5/3])",13
199,199,249,"(1 + -2x) = (3 + -4x)
","(1 + -2x) = (3 + -4x)
|(1 + -2x) = (-4x + 3)|(-2x + 1) = (-4x + 3)|((-2x + 1) - 1) = ((-4x + 3) - 1)|-2x = ((-4x + 3) - 1)|-2x = (-4x + (3 - 1))|2x = ((3 - 1) + 0)|2x = 2|x = 1",16
200,200,250,"-1x = ((-2) + 3x)
","-1x = ((-2) + 3x)
|-1x = (3x + (-2))|-4x = ((-2) + 0)|-4x = (-2)|x = [1/2]",7
201,201,251,"((-1) + 2x) = (3 + -4x)
","((-1) + 2x) = (3 + -4x)
|(2x + (-1)) = (3 + -4x)|(2x + (-1)) = (-4x + 3)|((2x + (-1)) - (-1)) = ((-4x + 3) - (-1))|2x = ((-4x + 3) - (-1))|2x = (-4x + (3 - (-1)))|6x = ((3 - (-1)) + 0)|6x = 4|x = [2/3]",17
202,202,252,"(1x + (-2)) = (3x + 4)
","(1x + (-2)) = (3x + 4)
|((1x + (-2)) - (-2)) = ((3x + 4) - (-2))|1x = ((3x + 4) - (-2))|1x = (3x + (4 - (-2)))|-2x = ((4 - (-2)) + 0)|-2x = 6|x = (-3)",14
203,203,253,"-1x = 2
","-1x = 2
|x = (-2)",2
204,204,254,"(-1x + (-2)) = (-3x + 4)
","(-1x + (-2)) = (-3x + 4)
|((-1x + (-2)) - (-2)) = ((-3x + 4) - (-2))|-1x = ((-3x + 4) - (-2))|-1x = (-3x + (4 - (-2)))|2x = ((4 - (-2)) + 0)|2x = 6|x = 3",14
205,205,255,"((-1) / (-2)) = x
","((-1) / (-2)) = x
|x = ((-1) / (-2))|x = [1/2]",4
206,206,257,"((-1) + -2x) = 3
","((-1) + -2x) = 3
|-2x = 4|x = (-2)",4
207,207,258,"((-1) - 2) = ((-3x + 4) - 5)
","((-1) - 2) = ((-3x + 4) - 5)
|((-3x + 4) - 5) = ((-1) - 2)|((-3x + 4) - 5) = (-3)|(-3x + 4) = 2|-3x = (-2)|x = [2/3]",11
208,208,259,"(-1x - 2) = 3x
","(-1x - 2) = 3x
|3x = (-1x - 2)|3x = (-1x + (-2))|4x = ((-2) + 0)|4x = (-2)|x = ([-1/2])",9
209,209,261,"1x = ((-2) - 3)
","1x = ((-2) - 3)
|1x = (-5)|x = (-5)",4
210,210,262,"(1x - 2) = (3x - 4)
","(1x - 2) = (3x - 4)
|(1x + (-2)) = (3x - 4)|((1x + (-2)) - (-2)) = ((3x - 4) - (-2))|1x = ((3x - 4) - (-2))|1x = ((3x + (-4)) - (-2))|1x = (3x + ((-4) - (-2)))|-2x = (((-4) - (-2)) + 0)|-2x = (-2)|x = 1",16
211,211,263,"(-1x + 2x) = ((-3) - 4)
","(-1x + 2x) = ((-3) - 4)
|(((-1) + 2) * x) = ((-3) - 4)|1x = ((-3) - 4)|1x = (-7)|x = (-7)",10
212,212,264,"(-1) = (2x + (-3))
","(-1) = (2x + (-3))
|(2x + (-3)) = (-1)|2x = 2|x = 1",6
213,213,265,"(1x - 2) = (-3)
","(1x - 2) = (-3)
|1x = (-1)|x = (-1)",4
214,214,266,"(1x + (-2)) = 3
","(1x + (-2)) = 3
|x = 5",3
215,215,267,"(((-1) - 2x) - 3) = 4x
","(((-1) - 2x) - 3) = 4x
|4x = (((-1) - 2x) - 3)|4x = (((-1) + -2x) - 3)|4x = ((-2x + (-1)) - 3)|4x = (-2x + ((-1) - 3))|6x = (((-1) - 3) + 0)|6x = (-4)|x = ([-2/3])",15
216,216,268,"(((1 / x) * x) + 2x) = 3x
","(((1 / x) * x) + 2x) = 3x
|3x = (((1 / x) * x) + 2x)|3x = (((1 / x) + 2) * x)|3x = (x * ((1 / x) + 2))|(3x + 1) = ((x * ((1 / x) + 2)) + 1)|((3x + 1) - 1) = (((x * ((1 / x) + 2)) + 1) - 1)|3x = (((x * ((1 / x) + 2)) + 1) - 1)|(3x * 1) = ((((x * ((1 / x) + 2)) + 1) - 1) * 1)|3x = ((((x * ((1 / x) + 2)) + 1) - 1) * 1)|3x = (1 * (((x * ((1 / x) + 2)) + 1) - 1))|(x * 3) = (1 * (((x * ((1 / x) + 2)) + 1) - 1))|(x * 3) = (1 * (((((1 / x) + 2) * x) + 1) - 1))|(x * 3) = ((((((1 / x) + 2) * x) + 1) - 1) * 1)|(x * 3) = ((((1 / x) + 2) * x) * 1)|3x = ((((1 / x) + 2) * x) * 1)|3x = (1 * (((1 / x) + 2) * x))|3x = (1 * ((2 + (1 / x)) * x))|3x = (1 * (2x + ((1 / x) * x)))|3x = (1 * (2x + (x * (1 / x))))|3x = (1 * (2x + ((x * 1) / x)))|3x = (1 * (2x + (1x / x)))|3x = (1 * (2x + (1 * (x / x))))|3x = (1 * (2x + (1 * 1)))|3x = (2x + (1 * 1))|1x = ((1 * 1) + 0)|1x = 1|x = 1",72
217,217,269,"(((-1) - 2x) + 3x) = 4
","(((-1) - 2x) + 3x) = 4
|(3x + ((-1) - 2x)) = 4|(3x + ((-1) + -2x)) = 4|(3x + (-2x + (-1))) = 4|((3x + -2x) + (-1)) = 4|(((3 + (-2)) * x) + (-1)) = 4|(1x + (-1)) = 4|x = 5",15
218,218,270,"(-1x + 2) = ((-3) - 4x)
","(-1x + 2) = ((-3) - 4x)
|((-1x + 2) - 2) = (((-3) - 4x) - 2)|-1x = (((-3) - 4x) - 2)|-1x = (((-3) + -4x) - 2)|-1x = ((-4x + (-3)) - 2)|-1x = (-4x + ((-3) - 2))|3x = (((-3) - 2) + 0)|3x = (-5)|x = ([-5/3])",17
219,219,271,"x = ((-1) / (-2))
","x = ((-1) / (-2))
|x = [1/2]",2
220,220,272,"(1x + (-2)) = (-3)
","(1x + (-2)) = (-3)
|x = (-1)",3
221,221,273,"x = ((-1) / 2)
","x = ((-1) / 2)
|x = ([-1/2])",2
222,222,275,"((-1x - 2) - 3x) = 4
","((-1x - 2) - 3x) = 4
|((-1x - 3x) - 2) = 4|(-1x - 3x) = 6|(((-1) - 3) * x) = 6|-4x = 6|x = ([-3/2])",12
223,223,276,"1x = (2x - 3)
","1x = (2x - 3)
|1x = (2x + (-3))|-1x = ((-3) + 0)|-1x = (-3)|x = 3",6
224,224,277,"((-1x - 1x) + 2) = (-3)
","((-1x - 1x) + 2) = (-3)
|((((-1) - 1) * x) + 2) = (-3)|(((-1) - 1) * x) = (-5)|-2x = (-5)|x = [5/2]",11
225,225,278,"(1x - -2x) = ((-3x + 4) - -5x)
","(1x - -2x) = ((-3x + 4) - -5x)
|((1 - (-2)) * x) = ((-3x + 4) - -5x)|((1 - (-2)) * x) = ((-3x + 4) + 5x)|3x = ((-3x + 4) + 5x)|3x = (5x + (-3x + 4))|-2x = ((-3x + 4) + 0)|-2x = (-3x + 4)|1x = (4 + 0)|1x = 4|x = 4",18
226,226,279,"1x = ((2x - 3) - 4)
","1x = ((2x - 3) - 4)
|1x = ((2x + (-3)) - 4)|1x = (2x + ((-3) - 4))|-1x = (((-3) - 4) + 0)|-1x = (-7)|x = 7",9
227,227,280,"(1 - 2x) = (3x - 4)
","(1 - 2x) = (3x - 4)
|(1 + -2x) = (3x - 4)|(-2x + 1) = (3x - 4)|((-2x + 1) - 1) = ((3x - 4) - 1)|((-2x + 1) - 1) = ((3x + (-4)) - 1)|-2x = ((3x + (-4)) - 1)|-2x = (3x + ((-4) - 1))|-5x = (((-4) - 1) + 0)|-5x = (-5)|x = 1",17
228,228,281,"-1x = ((2 - 3x) + 4)
","-1x = ((2 - 3x) + 4)
|-1x = ((2 + -3x) + 4)|-1x = ((-3x + 2) + 4)|-1x = (-3x + (2 + 4))|2x = ((2 + 4) + 0)|2x = 6|x = 3",10
229,229,282,"((-1) + 2x) = (-3x + 4)
","((-1) + 2x) = (-3x + 4)
|(2x + (-1)) = (-3x + 4)|((2x + (-1)) - (-1)) = ((-3x + 4) - (-1))|2x = ((-3x + 4) - (-1))|2x = (-3x + (4 - (-1)))|5x = ((4 - (-1)) + 0)|5x = 5|x = 1",15
230,230,283,x = (1 / 2),x = (1 / 2)|x = [1/2],2
